file_name,columns,column_count,full_path
FILE_000013_3ca3f76d_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,Column_13,contact_first_name,contact_last_name,designation,Column_17,alt_first_name,alt_last_name,email_1,email_2,Column_22,Column_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,landmark,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,alt_area_code,landline_2,mobile_2,phone_number,alt_country_code,Column_47,Column_48,alt_country_code_2,Column_50,Column_51,verification_method,trust_score,indiamart_url,phone_number_alt_1,phone_number_alt_2,mobile_alt_1,phone_number_alt_3,Column_64,Column_65,phone_number_alt_4,full_address,city_state_pincode,profile_image_url,last_updated,some_flag,amount_3,Column_73,amount_4,date_timestamp",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000013_3ca3f76d_new.csv
FILE_000002_9eb8caf0_new.csv,"serial_number,filename,file_type,file_path",4,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000002_9eb8caf0_new.csv
FILE_000026_0ed036bb_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,phone_number_4,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_2,data_col_75",64,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000026_0ed036bb_new.csv
FILE_000035_3607033c_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,amount_1,id,amount_2,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,phone_number_4,data_col_65,phone_number_5,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,date,amount_3,date_1",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000035_3607033c_new.csv
FILE_000022_79ec9a3b_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_40,amount,mobile_1,mobile_2,phone_number,amount_1,amount_2,phone_number_1,amount_3,amount_4,phone_number_2,data_col_52,verification_method,trust_score,indiamart_url,phone_number_3,phone_number_4,data_col_59,phone_number_5,phone_number_6,phone_number_7,phone_number_8,phone_number_9,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_5,date",70,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000022_79ec9a3b_new.csv
FILE_000025_da579cb2_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,data_col_65,phone_number_4,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,date,amount_2,date_1",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000025_da579cb2_new.csv
FILE_000005_b8425624_new.csv,"Email_Address,City,PinCode",3,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000005_b8425624_new.csv
FILE_000023_4580e13c_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_40,amount,mobile_1,mobile_2,phone_number,amount_1,data_col_46,amount_2,phone_number_1,amount_3,data_col_50,data_col_51,data_col_52,verification_method,trust_score,indiamart_url,phone_number_2,phone_number_3,phone_number_4,phone_number_5,phone_number_6,data_col_65,phone_number_7,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,data_col_72,data_col_73,amount_4,date",70,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000023_4580e13c_new.csv
FILE_000065_f69ea987_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,full_name,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,data_col_47,data_col_48,amount_2,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,phone_number_3,phone_number_4,data_col_64,data_col_65,phone_number_5,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,amount_3,data_col_73,amount_4,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000065_f69ea987_new.csv
FILE_000092_042949f2_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,data_col_46,amount_2,id,amount_3,data_col_52,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,data_col_59,phone_number_3,phone_number_4,data_col_63,phone_number_5,phone_number_6,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_4,data_col_75",68,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000092_042949f2_new.csv
FILE_000147_1b60e39c_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,data_col_65,phone_number_4,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,amount_2,data_col_73,amount_3,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000147_1b60e39c_new.csv
FILE_000141_84435d4c_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,data_col_65,phone_number_4,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_2,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000141_84435d4c_new.csv
FILE_000148_3836afa9_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,data_col_65,phone_number_4,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,data_col_72,data_col_73,amount_2,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000148_3836afa9_new.csv
FILE_000074_1932496a_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,data_col_56,data_col_57,phone_number_1,phone_number_2,data_col_64,data_col_65,phone_number_3,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_2,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000074_1932496a_new.csv
FILE_000057_f47181ab_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_40,amount,mobile_1,mobile_2,phone_number,amount_1,amount_2,id,amount_3,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,data_col_58,data_col_59,phone_number_3,phone_number_4,phone_number_5,data_col_65,phone_number_6,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,data_col_72,data_col_73,amount_4,data_col_75,data_col_76",71,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000057_f47181ab_new.csv
FILE_000140_b552b4e5_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,full_name,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,amount_2,id,amount_3,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,phone_number_3,phone_number_4,phone_number_5,data_col_65,phone_number_6,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,amount_4,data_col_73,amount_5,data_col_75",66,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000140_b552b4e5_new.csv
FILE_000048_006b3e16_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,data_col_56,data_col_57,phone_number_1,phone_number_2,data_col_64,data_col_65,phone_number_3,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_2,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000048_006b3e16_new.csv
FILE_000144_ed4a72f0_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,amount_2,phone_number_1,amount_3,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_2,phone_number_3,phone_number_4,phone_number_5,phone_number_6,data_col_65,phone_number_7,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,data_col_72,data_col_73,amount_4,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000144_ed4a72f0_new.csv
FILE_000056_e239e91e_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,data_col_47,data_col_48,amount_2,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,phone_number_3,phone_number_4,data_col_64,data_col_65,phone_number_5,data_col_67,data_col_68,data_col_69,data_col_70,data_col_71,data_col_72,data_col_73,amount_3,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000056_e239e91e_new.csv
FILE_000203_c3c4f1dc_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,amount,mobile_1,mobile_2,phone_number,amount_1,data_col_47,data_col_48,amount_2,verification_method,trust_score,indiamart_url,phone_number_1,phone_number_2,phone_number_3,phone_number_4,data_col_64,phone_number_5,data_col_67,data_col_68,url,data_col_70,data_col_71,data_col_72,data_col_73,amount_3,data_col_75",64,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000203_c3c4f1dc_new.csv
FILE_000143_dbdf1ecc_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_40,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_46,amount_1,phone_number_1,amount_2,data_col_50,data_col_51,data_col_52,verification_method,trust_score,indiamart_url,phone_number_2,data_col_57,data_col_59,phone_number_3,phone_number_4,phone_number_5,data_col_65,phone_number_6,data_col_67,data_col_68,url,data_col_70,data_col_71,amount_3,data_col_73,amount_4,data_col_75",71,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000143_dbdf1ecc_new.csv
FILE_000150_d6aa96ff_new.csv,"id_internal,subscription_type,subscription_amount,extra_flag,company_id,verification_status,category_code,listing_type,slug,short_description,long_description,data_col_13,contact_first_name,contact_last_name,designation,data_col_17,data_col_18,data_col_19,email_1,email_2,data_col_22,data_col_23,company_name,country,country_code,address_line_1,address_line_2,city,locality,data_col_31,state_id,state,city_id,pincode,website,country_dial_code,area_code,landline_1,data_col_41,mobile_1,mobile_2,phone_number,amount,data_col_47,data_col_48,amount_1,data_col_50,data_col_51,verification_method,trust_score,indiamart_url,phone_number_1,data_col_57,phone_number_2,phone_number_3,data_col_64,data_col_65,phone_number_4,data_col_67,data_col_68,url,data_col_70,data_col_71,amount_2,data_col_73,amount_3,data_col_75",67,C:\programs\700GB Cleaning Shi\Sample\Sorted\csv\schema\FILE_000150_d6aa96ff_new.csv
